[2026-01-18 16:35:11.719] [error] InverseKinematicsTool Failed: Object: Cannot open file ../Scale/subject_scaled_walk.osim. It may not exist or you do not have permission to read it.
	Thrown at Object.cpp:106 in Object().
[2026-01-18 16:35:23.092] [error] InverseKinematicsTool Failed: Object: Cannot open file ../Scale/subject_scaled_walk.osim. It may not exist or you do not have permission to read it.
	Thrown at Object.cpp:106 in Object().
[2026-01-18 16:35:51.929] [error] InverseKinematicsTool Failed: Object: Cannot open file ../Scale/subject_scaled_walk.osim. It may not exist or you do not have permission to read it.
	Thrown at Object.cpp:106 in Object().
[2026-01-18 16:38:49.688] [error] InverseKinematicsTool Failed: Object: Cannot open file ../Scale/subject_scaled_walk.osim. It may not exist or you do not have permission to read it.
	Thrown at Object.cpp:106 in Object().
[2026-01-18 16:38:57.197] [error] InverseKinematicsTool Failed: Object: Cannot open file ../Scale/subject_scaled_walk.osim. It may not exist or you do not have permission to read it.
	Thrown at Object.cpp:106 in Object().
[2026-01-18 16:39:17.010] [error] InverseKinematicsTool Failed: Object: Cannot open file ../Scale/subject_scaled_walk.osim. It may not exist or you do not have permission to read it.
	Thrown at Object.cpp:106 in Object().
[2026-01-18 16:40:04.205] [error] InverseKinematicsTool Failed: Object: Cannot open file Scale/subject_scaled_walk.osim. It may not exist or you do not have permission to read it.
	Thrown at Object.cpp:106 in Object().
[2026-01-18 16:40:14.337] [error] InverseKinematicsTool Failed: Object: Cannot open file Scale/subject_scaled_walk.osim. It may not exist or you do not have permission to read it.
	Thrown at Object.cpp:106 in Object().
[2026-01-18 16:40:53.773] [error] InverseKinematicsTool Failed: Object: Cannot open file Scale/subject_scaled_walk.osim. It may not exist or you do not have permission to read it.
	Thrown at Object.cpp:106 in Object().
[2026-01-18 17:04:52.458] [error] InverseKinematicsTool Failed: Object: Cannot open file Scale/subject_scaled_walk.osim. It may not exist or you do not have permission to read it.
	Thrown at Object.cpp:106 in Object().
[2026-01-18 17:07:16.128] [info] Loaded model subject02 from file d:\UG_Proj\Human Sitting to Walking Transitions\S02\scale\subject02_simbody_scaled.osim
[2026-01-18 17:07:16.132] [warning] Couldn't find file 'r_pelvis.vtp'.
[2026-01-18 17:07:16.132] [warning] Couldn't find file 'l_pelvis.vtp'.
[2026-01-18 17:07:16.133] [warning] Couldn't find file 'sacrum.vtp'.
[2026-01-18 17:07:16.134] [warning] Couldn't find file 'r_femur.vtp'.
[2026-01-18 17:07:16.134] [warning] Couldn't find file 'r_tibia.vtp'.
[2026-01-18 17:07:16.135] [warning] Couldn't find file 'r_fibula.vtp'.
[2026-01-18 17:07:16.135] [warning] Couldn't find file 'r_patella.vtp'.
[2026-01-18 17:07:16.135] [warning] Couldn't find file 'r_talus.vtp'.
[2026-01-18 17:07:16.135] [warning] Couldn't find file 'r_foot.vtp'.
[2026-01-18 17:07:16.135] [warning] Couldn't find file 'r_bofoot.vtp'.
[2026-01-18 17:07:16.135] [warning] Couldn't find file 'l_femur.vtp'.
[2026-01-18 17:07:16.135] [warning] Couldn't find file 'l_tibia.vtp'.
[2026-01-18 17:07:16.136] [warning] Couldn't find file 'l_fibula.vtp'.
[2026-01-18 17:07:16.136] [warning] Couldn't find file 'l_patella.vtp'.
[2026-01-18 17:07:16.136] [warning] Couldn't find file 'l_talus.vtp'.
[2026-01-18 17:07:16.136] [warning] Couldn't find file 'l_foot.vtp'.
[2026-01-18 17:07:16.136] [warning] Couldn't find file 'l_bofoot.vtp'.
[2026-01-18 17:07:16.146] [cout] [info] 
               MODEL: subject02
         coordinates: 22
              forces: 80
           actuators: 80
             muscles: 80
            analyses: 0
              probes: 0
              bodies: 13
              joints: 13
         constraints: 2
             markers: 36
         controllers: 0
  contact geometries: 0
misc modelcomponents: 0
[2026-01-18 17:07:16.147] [info] Running tool walk.
[2026-01-18 17:07:16.317] [info] Frame 0 (t = 0.0):	 total squared error = 0.0100829, marker error: RMS = 0.0177508, max = 0.0292462 (LTH2)
[2026-01-18 17:07:16.334] [info] Frame 1 (t = 0.00500000):	 total squared error = 0.0100961, marker error: RMS = 0.0177624, max = 0.0293059 (LTH2)
[2026-01-18 17:07:16.353] [info] Frame 2 (t = 0.01):	 total squared error = 0.0100953, marker error: RMS = 0.0177617, max = 0.0292921 (LTH2)
[2026-01-18 17:07:16.365] [info] Frame 3 (t = 0.015):	 total squared error = 0.0100642, marker error: RMS = 0.0177343, max = 0.0292303 (LTH2)
[2026-01-18 17:07:16.383] [info] Frame 4 (t = 0.02):	 total squared error = 0.0100816, marker error: RMS = 0.0177497, max = 0.0292874 (LTH2)
[2026-01-18 17:07:16.401] [info] Frame 5 (t = 0.025):	 total squared error = 0.0100675, marker error: RMS = 0.0177372, max = 0.0292977 (LTH2)
[2026-01-18 17:07:16.421] [info] Frame 6 (t = 0.03):	 total squared error = 0.0100970, marker error: RMS = 0.0177632, max = 0.029338 (LTH2)
[2026-01-18 17:07:16.441] [info] Frame 7 (t = 0.035):	 total squared error = 0.0100968, marker error: RMS = 0.017763, max = 0.0293254 (LTH2)
[2026-01-18 17:07:16.459] [info] Frame 8 (t = 0.04):	 total squared error = 0.0100696, marker error: RMS = 0.0177391, max = 0.0293245 (LTH2)
[2026-01-18 17:07:16.508] [info] Frame 9 (t = 0.045):	 total squared error = 0.0100644, marker error: RMS = 0.0177345, max = 0.0292621 (LTH2)
[2026-01-18 17:07:16.528] [info] Frame 10 (t = 0.05):	 total squared error = 0.0100694, marker error: RMS = 0.0177389, max = 0.0293105 (LTH2)
[2026-01-18 17:07:16.547] [info] Frame 11 (t = 0.055):	 total squared error = 0.0100783, marker error: RMS = 0.0177467, max = 0.0292672 (LTH2)
[2026-01-18 17:07:16.564] [info] Frame 12 (t = 0.06):	 total squared error = 0.0101068, marker error: RMS = 0.0177718, max = 0.0293249 (LTH2)
[2026-01-18 17:07:16.577] [info] Frame 13 (t = 0.065):	 total squared error = 0.0100658, marker error: RMS = 0.0177358, max = 0.0293149 (LTH2)
[2026-01-18 17:07:16.593] [info] Frame 14 (t = 0.07):	 total squared error = 0.0100917, marker error: RMS = 0.0177585, max = 0.0293387 (LTH2)
[2026-01-18 17:07:16.610] [info] Frame 15 (t = 0.075):	 total squared error = 0.0100755, marker error: RMS = 0.0177443, max = 0.0293215 (LTH2)
[2026-01-18 17:07:16.628] [info] Frame 16 (t = 0.08):	 total squared error = 0.0100902, marker error: RMS = 0.0177572, max = 0.0293008 (LTH2)
[2026-01-18 17:07:16.644] [info] Frame 17 (t = 0.085):	 total squared error = 0.0100707, marker error: RMS = 0.0177401, max = 0.0292622 (LTH2)
[2026-01-18 17:07:16.658] [info] Frame 18 (t = 0.09):	 total squared error = 0.0100718, marker error: RMS = 0.017741, max = 0.0293101 (LTH2)
[2026-01-18 17:07:16.670] [info] Frame 19 (t = 0.095):	 total squared error = 0.0100559, marker error: RMS = 0.017727, max = 0.0292282 (LTH2)
[2026-01-18 17:07:16.688] [info] Frame 20 (t = 0.1):	 total squared error = 0.0100742, marker error: RMS = 0.0177431, max = 0.0293065 (LTH2)
[2026-01-18 17:07:16.708] [info] Frame 21 (t = 0.105000):	 total squared error = 0.0100834, marker error: RMS = 0.0177513, max = 0.0293205 (LTH2)
[2026-01-18 17:07:16.724] [info] Frame 22 (t = 0.11):	 total squared error = 0.0100592, marker error: RMS = 0.0177299, max = 0.0293074 (LTH2)
[2026-01-18 17:07:16.742] [info] Frame 23 (t = 0.115):	 total squared error = 0.0100488, marker error: RMS = 0.0177207, max = 0.0291726 (LTH2)
[2026-01-18 17:07:16.763] [info] Frame 24 (t = 0.12):	 total squared error = 0.0100743, marker error: RMS = 0.0177432, max = 0.0293112 (LTH2)
[2026-01-18 17:07:16.781] [info] Frame 25 (t = 0.125):	 total squared error = 0.0100651, marker error: RMS = 0.0177351, max = 0.0292988 (LTH2)
